~MMSI,Longitude,Latitude,Speed Over Ground (SOG),Course Over Ground (COG),Creation Time Local,Vessel Name,Call Sign,AIS Message Type,Time Stamp,Ship Type,Length,Beam,Destination
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:21:57,,,1,53,,,,
235054851,-0.1097,51.5106,1.1,332.6,13/03/2019 16:21:57,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:21:57,,,1,50,,,,
235052117,,,,,13/03/2019 16:21:57,MILLENNIUM DAWN,MZSL6,5,,60,31,10,LONDON
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:21:57,,,1,31,,,,
235057011,-0.1176,51.5081,11.0,51.7,13/03/2019 16:21:57,,,1,33,,,,
235080605,-0.1174,51.5098,0.4,267.0,13/03/2019 16:21:57,,,1,59,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:21:58,,,1,41,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:21:58,,,1,53,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:21:58,,,1,56,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:21:58,,,1,50,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:21:59,,,1,31,,,,
235057011,-0.1176,51.5081,11.0,51.7,13/03/2019 16:21:59,,,1,33,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:21:59,,,1,57,,,,
235057011,-0.1198,51.5066,10.4,34.9,13/03/2019 16:21:59,,,1,53,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:21:59,,,1,41,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:21:59,,,1,53,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:00,,,1,56,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:22:00,,,1,50,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:22:00,,,1,31,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:01,,,1,57,,,,
235057011,-0.1198,51.5066,10.4,34.9,13/03/2019 16:22:01,,,1,53,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:01,,,1,59,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:01,,,1,41,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:01,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:01,,,1,53,,,,
235081274,-0.1185,51.5094,0.0,360.0,13/03/2019 16:22:01,,,1,00,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:01,,,1,56,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:22:01,,,1,50,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:22:02,,,1,31,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:02,,,1,57,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:03,,,1,41,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:03,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:03,,,1,53,,,,
235081274,-0.1185,51.5094,0.0,360.0,13/03/2019 16:22:03,,,1,00,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:03,,,1,01,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:03,,,1,56,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:22:04,,,1,31,,,,
235052117,-0.1214,51.5049,5.6,189.5,13/03/2019 16:22:04,,,1,02,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:05,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:07,,,1,59,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:07,,,1,41,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:07,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:07,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:07,,,1,01,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:07,,,1,56,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:22:07,,,1,31,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:07,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:07,,,1,59,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:07,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:07,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:07,,,1,01,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:07,,,1,56,,,,
235053647,-0.1082,51.5091,5.9,79.8,13/03/2019 16:22:08,,,1,31,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:08,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:08,,,1,59,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:08,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:08,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:08,,,1,01,,,,
232012297,-0.0689,51.5043,0.0,308.8,13/03/2019 16:22:08,,,1,56,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:09,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:09,,,1,59,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:10,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:10,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:10,,,1,01,,,,
235054667,-0.1123,51.5101,8.1,275.0,13/03/2019 16:22:11,,,1,09,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:11,,,1,09,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:11,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:11,,,1,59,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:11,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:11,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:12,,,1,01,,,,
235054667,-0.1123,51.5101,8.1,275.0,13/03/2019 16:22:12,,,1,09,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:13,,,1,09,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:13,,,1,57,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:22:13,,,1,59,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:13,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:13,,,1,53,,,,
235053647,-0.1069,51.5093,5.8,82.5,13/03/2019 16:22:13,,,1,01,,,,
235054851,-0.1098,51.5107,0.4,327.9,13/03/2019 16:22:14,,,1,12,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:14,,,1,12,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:22,,,1,12,,,,
235093748,-0.1064,51.5102,3.3,279.1,13/03/2019 16:22:22,,,1,17,,,,
235054667,-0.1123,51.5101,8.1,275.0,13/03/2019 16:22:22,,,1,09,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:22,,,1,57,,,,
235054667,-0.1117,51.5101,7.8,277.0,13/03/2019 16:22:22,,,1,00,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:22,,,1,53,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:22,,,1,13,,,,
235054667,-0.1129,51.5102,8.2,272.2,13/03/2019 16:22:22,,,1,18,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:22,,,1,12,,,,
235093748,-0.1064,51.5102,3.3,279.1,13/03/2019 16:22:22,,,1,17,,,,
235054667,-0.1123,51.5101,8.1,275.0,13/03/2019 16:22:22,,,1,09,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:22,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:22,,,1,20,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:22,,,1,53,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:22,,,1,13,,,,
235054667,-0.1129,51.5102,8.2,272.2,13/03/2019 16:22:22,,,1,18,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:23,,,1,12,,,,
235054667,-0.1123,51.5101,8.1,275.0,13/03/2019 16:22:23,,,1,09,,,,
235053647,-0.1060,51.5093,5.8,85.1,13/03/2019 16:22:23,,,1,21,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:23,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:23,,,1,20,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:23,,,1,53,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:24,,,1,13,,,,
235054667,-0.1129,51.5102,8.2,272.2,13/03/2019 16:22:24,,,1,18,,,,
235054851,-0.1098,51.5107,0.3,316.8,13/03/2019 16:22:24,,,1,22,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:24,,,1,12,,,,
235093748,-0.1064,51.5102,3.3,279.1,13/03/2019 16:22:24,,,1,17,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:25,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:25,,,1,20,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:25,,,1,53,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:25,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:25,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:25,,,1,13,,,,
235054851,-0.1098,51.5107,0.3,316.8,13/03/2019 16:22:26,,,1,22,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:26,,,1,12,,,,
235093748,-0.1064,51.5102,3.3,279.1,13/03/2019 16:22:26,,,1,17,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:27,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:27,,,1,20,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:27,,,1,53,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:27,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:27,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:27,,,1,13,,,,
235054851,-0.1098,51.5107,0.3,316.8,13/03/2019 16:22:27,,,1,22,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:28,,,1,12,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:28,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:28,,,1,20,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:29,,,1,53,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:29,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:29,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:29,,,1,13,,,,
235054851,-0.1098,51.5107,0.3,316.8,13/03/2019 16:22:29,,,1,22,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:30,,,1,12,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:31,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:31,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:31,,,1,29,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:31,,,1,29,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:31,,,1,53,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:31,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:31,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:31,,,1,13,,,,
235054851,-0.1098,51.5107,0.3,316.8,13/03/2019 16:22:31,,,1,22,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:31,,,1,12,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:32,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:32,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:32,,,1,29,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:32,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:22:32,,,1,30,,,,
235053647,-0.1073,51.5092,5.9,81.6,13/03/2019 16:22:32,,,1,53,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:32,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:32,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:32,,,1,13,,,,
235093883,-0.1059,51.5104,0.0,360.0,13/03/2019 16:22:33,,,1,12,,,,
235053647,-0.1056,51.5093,5.8,85.3,13/03/2019 16:22:33,,,1,31,,,,
235093883,-0.1059,51.5103,0.1,93.7,13/03/2019 16:22:33,,,1,32,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:33,,,1,57,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:33,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:34,,,1,29,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:34,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:22:34,,,1,30,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:34,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:34,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:34,,,1,13,,,,
235093883,-0.1059,51.5103,0.1,93.7,13/03/2019 16:22:35,,,1,32,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:35,,,1,57,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:35,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:35,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:35,,,1,29,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:36,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:36,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:36,,,1,13,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:37,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:37,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:37,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:22:37,,,1,30,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:37,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:37,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:37,,,1,13,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:38,,,1,57,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:38,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:38,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:39,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:22:39,,,1,30,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:39,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:39,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:39,,,1,13,,,,
235093748,-0.1057,51.5102,4.9,266.8,13/03/2019 16:22:40,,,1,57,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:40,,,1,39,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:40,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:40,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:40,,,1,29,,,,
235057011,-0.1146,51.5093,8.9,65.2,13/03/2019 16:22:41,,,1,24,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:41,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:41,,,1,13,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:42,,,1,39,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:42,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:42,,,1,20,,,,
235054667,-0.1135,51.5102,7.6,275.1,13/03/2019 16:22:42,,,1,29,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:43,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:43,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:43,,,1,13,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:44,,,1,39,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:44,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:44,,,1,20,,,,
235052117,-0.1216,51.5039,5.0,186.8,13/03/2019 16:22:44,,,1,42,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:44,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:44,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:44,,,1,13,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:45,,,1,39,,,,
235057011,-0.1140,51.5095,8.6,68.4,13/03/2019 16:22:45,,,1,33,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:45,,,1,20,,,,
235052117,-0.1216,51.5039,5.0,186.8,13/03/2019 16:22:46,,,1,42,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:46,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:46,,,1,24,,,,
235057011,-0.1152,51.5091,8.4,59.9,13/03/2019 16:22:46,,,1,13,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:22:47,,,1,39,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:47,,,1,20,,,,
235052117,-0.1216,51.5039,5.0,186.8,13/03/2019 16:22:47,,,1,42,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:47,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:48,,,1,24,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:49,,,1,20,,,,
235052117,-0.1216,51.5039,5.0,186.8,13/03/2019 16:22:49,,,1,42,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:49,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:49,,,1,24,,,,
235093748,-0.1065,51.5103,1.0,15.0,13/03/2019 16:22:50,,,1,48,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:51,,,1,20,,,,
235052117,-0.1216,51.5039,5.0,186.8,13/03/2019 16:22:51,,,1,42,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:51,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:51,,,1,24,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:22:51,,,1,50,,,,
235093748,-0.1065,51.5103,1.0,15.0,13/03/2019 16:22:51,,,1,48,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:52,,,1,20,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:53,,,1,41,,,,
235052117,-0.1215,51.5043,5.5,187.2,13/03/2019 16:22:53,,,1,24,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:22:53,,,1,50,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:54,,,1,20,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:22:54,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:22:54,,,1,53,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:54,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:22:55,,,1,50,,,,
235081274,-0.1185,51.5093,0.2,360.0,13/03/2019 16:22:56,,,1,20,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:22:58,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:22:58,,,1,53,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:58,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:22:58,,,1,50,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:22:58,,,1,56,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:22:58,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:22:58,,,1,53,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:22:58,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:22:58,,,1,50,,,,
235093748,-0.1065,51.5104,0.3,0.1,13/03/2019 16:22:59,,,1,57,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:22:59,,,1,56,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:22:59,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:22:59,,,1,53,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:00,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:00,,,1,50,,,,
235093748,-0.1065,51.5104,0.3,0.1,13/03/2019 16:23:01,,,1,57,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:01,,,1,56,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:01,,,1,59,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:23:01,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:01,,,1,00,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:01,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:01,,,1,50,,,,
235093748,-0.1065,51.5104,0.3,0.1,13/03/2019 16:23:02,,,1,57,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:03,,,1,56,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:03,,,1,59,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:23:03,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:03,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:03,,,1,00,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:03,,,1,41,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:03,,,1,50,,,,
235093748,-0.1065,51.5104,0.3,0.1,13/03/2019 16:23:04,,,1,57,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:04,,,1,56,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:04,,,1,03,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:04,,,1,59,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:23:05,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:05,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:05,,,1,00,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:05,,,1,50,,,,
235093748,-0.1065,51.5104,0.3,0.1,13/03/2019 16:23:06,,,1,57,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:06,,,1,56,,,,
235057011,-0.1119,51.5096,9.4,89.5,13/03/2019 16:23:06,,,1,04,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:06,,,1,03,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:06,,,1,59,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:23:06,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:06,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:06,,,1,00,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:07,,,1,50,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:08,,,1,56,,,,
235057011,-0.1119,51.5096,9.4,89.5,13/03/2019 16:23:08,,,1,04,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:08,,,1,03,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:08,,,1,59,,,,
235057011,-0.1128,51.5096,9.6,85.7,13/03/2019 16:23:08,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:08,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:08,,,1,00,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:08,,,1,50,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:09,,,1,07,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:09,,,1,56,,,,
235057011,-0.1119,51.5096,9.4,89.5,13/03/2019 16:23:09,,,1,04,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:10,,,1,03,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:10,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:10,,,1,53,,,,
