~MMSI,Longitude,Latitude,Speed Over Ground (SOG),Course Over Ground (COG),Creation Time Local,Vessel Name,Call Sign,AIS Message Type,Time Stamp,Ship Type,Length,Beam,Destination
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:10,,,1,00,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:10,,,1,50,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:11,,,1,07,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:14,,,1,56,,,,
235057011,-0.1119,51.5096,9.4,89.5,13/03/2019 16:23:14,,,1,04,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:14,,,1,03,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:14,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:14,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:14,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:14,,,1,00,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:14,,,1,50,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:14,,,1,07,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:14,,,1,56,,,,
235057011,-0.1119,51.5096,9.4,89.5,13/03/2019 16:23:14,,,1,04,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:14,,,1,03,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:14,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:14,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:14,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:14,,,1,00,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:14,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:14,,,1,50,,,,
235054851,-0.1098,51.5107,0.0,289.6,13/03/2019 16:23:14,,,1,12,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:14,,,1,12,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:14,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:14,,,1,12,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:14,,,1,56,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:15,,,1,03,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:15,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:15,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:15,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:15,,,1,00,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:15,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:15,,,1,50,,,,
235054851,-0.1098,51.5107,0.0,289.6,13/03/2019 16:23:15,,,1,12,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:16,,,1,12,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:16,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:16,,,1,12,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:16,,,1,56,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:16,,,1,03,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:16,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:16,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:17,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:17,,,1,00,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:17,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:17,,,1,50,,,,
235054851,-0.1098,51.5107,0.0,289.6,13/03/2019 16:23:17,,,1,12,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:17,,,1,16,,,,
235093883,-0.1059,51.5103,0.0,360.0,13/03/2019 16:23:17,,,1,12,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:17,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:18,,,1,12,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:18,,,1,56,,,,
235054851,-0.1098,51.5107,0.0,290.6,13/03/2019 16:23:18,,,1,03,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:18,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:18,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:18,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:18,,,1,00,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:19,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:19,,,1,50,,,,
235054851,-0.1098,51.5107,0.0,289.6,13/03/2019 16:23:19,,,1,12,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:19,,,1,16,,,,
235093748,-0.1065,51.5104,0.5,264.5,13/03/2019 16:23:19,,,1,17,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:19,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:19,,,1,12,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:20,,,1,56,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:20,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:20,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:20,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:20,,,1,00,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:20,,,1,18,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:20,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:20,,,1,50,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:21,,,1,16,,,,
235093748,-0.1065,51.5104,0.5,264.5,13/03/2019 16:23:21,,,1,17,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:21,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:21,,,1,12,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:21,,,1,20,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:21,,,1,56,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:21,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:22,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:22,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:22,,,1,00,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:22,,,1,18,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:22,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:22,,,1,50,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:23,,,1,16,,,,
235093748,-0.1065,51.5104,0.5,264.5,13/03/2019 16:23:23,,,1,17,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:23,,,1,07,,,,
235078641,-0.1165,51.5080,4.1,67.8,13/03/2019 16:23:23,,,1,12,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:23,,,1,20,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:23,,,1,56,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:23,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:23,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:23,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:23,,,1,00,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:24,,,1,18,,,,
235053647,-0.1040,51.5093,5.5,95.2,13/03/2019 16:23:24,,,1,12,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:24,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:24,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:24,,,1,16,,,,
235093748,-0.1065,51.5104,0.5,264.5,13/03/2019 16:23:24,,,1,17,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:24,,,1,07,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:25,,,1,20,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:25,,,1,56,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:25,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:25,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:25,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:25,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:25,,,1,24,,,,
235052117,-0.1218,51.5030,4.2,189.0,13/03/2019 16:23:25,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:25,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:26,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:26,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:26,,,1,16,,,,
235093748,-0.1065,51.5104,0.5,264.5,13/03/2019 16:23:26,,,1,17,,,,
235093748,-0.1065,51.5104,1.0,319.0,13/03/2019 16:23:26,,,1,07,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:26,,,1,20,,,,
235053188,-0.0999,51.5104,8.0,126.2,13/03/2019 16:23:27,,,1,56,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:27,,,1,10,,,,
235080605,-0.1174,51.5098,0.2,267.0,13/03/2019 16:23:27,,,1,59,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:27,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:27,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:27,,,1,24,,,,
235052117,-0.1218,51.5030,4.2,189.0,13/03/2019 16:23:27,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:27,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:27,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:28,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:28,,,1,16,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:28,,,1,20,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:28,,,1,10,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:29,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:29,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:29,,,1,24,,,,
235052117,-0.1218,51.5030,4.2,189.0,13/03/2019 16:23:29,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:29,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:29,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:29,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:29,,,1,16,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:30,,,1,20,,,,
235080605,-0.1174,51.5098,0.1,267.0,13/03/2019 16:23:30,,,1,10,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:30,,,1,29,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:30,,,1,53,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:30,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:30,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:30,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:31,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:31,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:31,,,1,16,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:31,,,1,20,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:32,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:32,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:32,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:32,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:32,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:32,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:33,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:33,,,1,16,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:33,,,1,20,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:34,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:34,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:34,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:34,,,1,24,,,,
235054667,-0.1159,51.5097,7.1,246.2,13/03/2019 16:23:34,,,1,18,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:34,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:34,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:34,,,1,16,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:23:35,,,1,20,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:35,,,1,33,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:35,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:36,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:36,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:36,,,1,24,,,,
235081274,-0.1185,51.5093,0.4,360.0,13/03/2019 16:23:36,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:36,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:36,,,1,16,,,,
235053185,-0.1006,51.5106,4.0,121.9,13/03/2019 16:23:37,,,1,34,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:37,,,1,33,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:37,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:37,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:37,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:37,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:38,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:38,,,1,16,,,,
235053185,-0.1006,51.5106,4.0,121.9,13/03/2019 16:23:38,,,1,34,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:39,,,1,33,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:39,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:39,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:39,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:39,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:39,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:40,,,1,16,,,,
235053185,-0.1006,51.5106,4.0,121.9,13/03/2019 16:23:40,,,1,34,,,,
235080605,-0.1174,51.5098,0.0,360.0,13/03/2019 16:23:40,,,1,39,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:40,,,1,33,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:40,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:41,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:41,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:41,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:41,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:41,,,1,16,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:42,,,1,33,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:42,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:42,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:42,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:42,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:44,,,1,22,,,,
232012297,-0.0690,51.5043,0.1,294.9,13/03/2019 16:23:44,,,1,16,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:44,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:44,,,1,42,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:44,,,1,29,,,,
235081274,-0.1185,51.5093,0.3,360.0,13/03/2019 16:23:44,,,1,30,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:44,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:44,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:45,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:45,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:46,,,1,42,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:46,,,1,29,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:46,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:46,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:47,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:47,,,1,42,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:47,,,1,29,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:47,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:48,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:48,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:49,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:49,,,1,42,,,,
235054667,-0.1164,51.5095,6.6,248.6,13/03/2019 16:23:49,,,1,29,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:49,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:49,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:50,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:50,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:51,,,1,42,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:51,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:51,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:51,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:52,,,1,22,,,,
235054667,-0.1174,51.5092,6.9,247.7,13/03/2019 16:23:52,,,1,50,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:52,,,1,33,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:53,,,1,42,,,,
235054851,-0.1098,51.5107,0.0,295.2,13/03/2019 16:23:53,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:53,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:53,,,1,50,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:53,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:54,,,1,33,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:23:54,,,1,52,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:54,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:23:54,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,261.9,13/03/2019 16:23:54,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:54,,,1,24,,,,
235093883,-0.1058,51.5103,0.0,360.0,13/03/2019 16:23:55,,,1,22,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:56,,,1,33,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:23:56,,,1,52,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:56,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:23:56,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,261.9,13/03/2019 16:23:56,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:57,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:57,,,1,50,,,,
235057011,-0.1100,51.5096,8.8,94.1,13/03/2019 16:23:57,,,1,33,,,,
235053188,-0.1026,51.5100,11.2,263.4,13/03/2019 16:23:57,,,1,56,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:23:58,,,1,52,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:58,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:23:58,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,261.9,13/03/2019 16:23:58,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:23:58,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:23:58,,,1,50,,,,
235093748,-0.1065,51.5104,0.4,190.1,13/03/2019 16:23:59,,,1,57,,,,
235053188,-0.1026,51.5100,11.2,263.4,13/03/2019 16:23:59,,,1,56,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:23:59,,,1,52,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:23:59,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:23:59,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,261.9,13/03/2019 16:24:00,,,1,53,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:24:00,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:24:00,,,1,50,,,,
235093748,-0.1065,51.5104,0.4,190.1,13/03/2019 16:24:01,,,1,57,,,,
235053188,-0.1026,51.5100,11.2,263.4,13/03/2019 16:24:01,,,1,56,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:24:01,,,1,52,,,,
235080605,-0.1174,51.5098,0.2,267.1,13/03/2019 16:24:01,,,1,59,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:24:01,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:24:01,,,1,53,,,,
235054851,-0.1098,51.5107,0.0,261.9,13/03/2019 16:24:01,,,1,53,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:24:01,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:24:01,,,1,24,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:24:01,,,1,50,,,,
235093748,-0.1065,51.5104,0.4,190.1,13/03/2019 16:24:02,,,1,57,,,,
235053188,-0.1026,51.5100,11.2,263.4,13/03/2019 16:24:03,,,1,56,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:24:03,,,1,52,,,,
235080605,-0.1174,51.5098,0.2,267.1,13/03/2019 16:24:03,,,1,59,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:24:03,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:24:03,,,1,53,,,,
235081274,-0.1185,51.5093,0.1,360.0,13/03/2019 16:24:03,,,1,00,,,,
235057011,-0.1106,51.5096,8.9,91.8,13/03/2019 16:24:03,,,1,24,,,,
235053647,-0.1017,51.5094,6.0,89.1,13/03/2019 16:24:03,,,1,01,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:24:03,,,1,50,,,,
235054851,-0.1098,51.5107,0.0,268.7,13/03/2019 16:24:04,,,1,02,,,,
235093748,-0.1065,51.5104,0.4,190.1,13/03/2019 16:24:04,,,1,57,,,,
235053188,-0.1026,51.5100,11.2,263.4,13/03/2019 16:24:04,,,1,56,,,,
235052117,-0.1220,51.5025,3.4,202.3,13/03/2019 16:24:04,,,1,52,,,,
235080605,-0.1174,51.5098,0.2,267.1,13/03/2019 16:24:04,,,1,59,,,,
235052117,-0.1220,51.5027,3.7,198.0,13/03/2019 16:24:04,,,1,42,,,,
235057011,-0.1088,51.5096,8.7,97.1,13/03/2019 16:24:05,,,1,53,,,,
235053647,-0.1017,51.5094,6.0,89.1,13/03/2019 16:24:05,,,1,01,,,,
235081274,-0.1185,51.5093,0.0,360.0,13/03/2019 16:24:05,,,1,50,,,,
